,F1,F2,F3,F4,F5,F6,F7
ARL4D,0.08036969268724153,-0.5023015376565522,0.6027414268741816,0.1133176967349804,0.45531139276216304,0.4019533028456653,0.1514018342569734
ARL6IP6,0.2777462188840897,-0.7590630440333255,0.1143486115387598,-0.3984017352197959,-0.17895562756134215,-0.14045132643277594,0.16102581711756359
ARMC1,0.5351370624903042,-0.5204791240480557,0.5030249901426772,0.043163641955181874,-0.2990941064491438,-0.029413828355923773,-0.00728112363240847
ARMC10,0.44419046929867195,-0.5627747877798638,-0.5186244954146306,0.1431301142407265,0.24869931941622986,-0.2483073015699301,-0.054511106815625376
ARMT1,0.10123820119413178,-0.46199937776610767,0.11227176959663501,0.05480388761419467,0.38749737943142454,0.6983678600519732,-0.0826125544800652
ARPC1B,0.4204174065081362,-0.4676683512111203,-0.3241790387866178,-0.1833759593290588,-1.0027919560263059,-0.2535405047290873,-0.011632539502655354
ARPC5,0.5102105861866575,-0.41334986242876265,-0.4343959871338636,-0.7411116184086429,-0.3577216146791151,-0.579039965980599,0.17216307852060353
ARRDC3,0.485897216031629,-0.21767643642141335,-1.2885815654831554,-0.2582878799079671,-0.08813802863559278,-0.5708804149097334,0.13662816287306342
ARRDC4,0.6706200048128359,-0.29337684686801563,-0.5095588335162641,0.46986437143676063,0.2418903161724465,-0.42125329743899853,0.09312775646352199
ARV1,0.15002365251801356,-0.76975222780195,-0.38202985350346164,-0.21319097930022501,0.22259156592653742,0.9806674299464108,-0.01804314990806848
ASAH1,0.4085682887357769,-0.6430664762610783,-0.07519022976854518,0.7869095351424568,-0.20030313689113713,-0.12221763844248866,0.22460235280076815
ASAP1,0.5065316883995425,-0.6563653940900622,0.6349477877546863,-0.001773893028469852,-0.6347487638268989,-0.3919871642747979,-0.015823967293581705
ASB11,0.1112562162167186,-0.6824716914551467,0.34944862220256656,-0.08712195062631009,0.21344751869830017,-0.39378654742848396,-0.03604593522520587
ASCC1,0.4112355858342462,-0.26471213076582395,-0.5073016519992123,0.23797181528691116,0.22383470423389237,-0.3975365062487965,-0.0740744837702765
ASF1A,0.3103864432870998,-0.8186655685460087,-0.01075664794999098,0.19542352476366814,0.5114942052334112,-0.4486034623714847,0.02948320192771291
ASF1B,0.24615211066088058,-0.8170335267359945,0.5265820406705745,-0.6325721589980597,-0.16276812889660694,0.6824311577531125,0.23144006466557343
ASH1L,0.10522598028184262,-0.8482901583461594,-0.04219526455424129,-0.14295447587151677,0.25107654064068474,0.1964535538965402,0.059939551259946655
ASH2L,0.2679198319789639,-0.7422910804515028,0.19694349662535185,-0.3983102903077014,0.008613915554196728,-0.015746731903613448,-0.14495858461357028
ASNS,0.5972010576506974,-0.4560227956561918,0.38278306776139476,0.2386965310384598,-0.5380150729606571,0.35479653722876986,0.14269201075134139
ASNSD1,0.06559128431996852,-0.2852313701073744,-0.28847843741943674,0.48510175898893043,-0.3222674483765357,-0.7667424246727518,-0.11475081169508843
