factor,view,GO_ID,GO_term,GO_category,k_sig,k_bg,n_sig,n_bg,p_raw,n_genes_sig_total,q_bh
F7,METH_pos,GO:0032190,acrosin binding,Function,3,3,30,2545,1.479537680479363e-06,30,0.001377449580526287
F3,RNA_pos,GO:0032190,acrosin binding,Function,3,3,30,2545,1.479537680479363e-06,30,0.001377449580526287
F1,METH_pos,GO:0032190,acrosin binding,Function,3,3,30,2545,1.479537680479363e-06,30,0.001377449580526287
F7,METH_pos,GO:0007339,binding of sperm to zona pellucida,Process,3,4,30,2545,5.871005736819564e-06,30,0.0027329531704895073
F3,RNA_pos,GO:0007339,binding of sperm to zona pellucida,Process,3,4,30,2545,5.871005736819564e-06,30,0.0027329531704895073
F1,METH_pos,GO:0007339,binding of sperm to zona pellucida,Process,3,4,30,2545,5.871005736819564e-06,30,0.0027329531704895073
F3,RNA_neg,GO:0030027,lamellipodium,Component,3,7,30,2545,5.0153894430900315e-05,30,0.020011403877929226
F7,METH_pos,GO:0060468,prevention of polyspermy,Process,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F1,METH_pos,GO:0035804,structural constituent of egg coat,Function,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F3,RNA_pos,GO:0035805,egg coat,Component,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F1,METH_pos,GO:0035805,egg coat,Component,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F1,METH_pos,GO:0060468,prevention of polyspermy,Process,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F7,METH_pos,GO:0035805,egg coat,Component,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F7,METH_pos,GO:0035804,structural constituent of egg coat,Function,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F3,RNA_pos,GO:0060468,prevention of polyspermy,Process,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F3,RNA_pos,GO:0035804,structural constituent of egg coat,Function,2,2,30,2545,0.0001343737257663936,30,0.02345661350409608
F6,RNA_neg,GO:0097038,perinuclear endoplasmic reticulum,Component,2,3,30,2545,0.000400162101938222,30,0.04534900712789621
F5,RNA_neg,GO:0002020,protease binding,Function,2,3,30,2545,0.000400162101938222,30,0.04534900712789621
F1,RNA_pos,GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,Process,2,3,30,2545,0.000400162101938222,30,0.04534900712789621
F1,METH_pos,GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,Process,2,3,30,2545,0.000400162101938222,30,0.04534900712789621
F1,RNA_pos,GO:0032190,acrosin binding,Function,2,3,30,2545,0.000400162101938222,30,0.04534900712789621
F1,METH_neg,GO:0005243,gap junction channel activity,Function,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F1,METH_neg,GO:0005922,connexin complex,Component,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F1,METH_neg,GO:0007267,cell-cell signaling,Process,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F7,METH_pos,GO:0005125,cytokine activity,Function,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F4,RNA_pos,GO:0000281,mitotic cytokinesis,Process,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F3,RNA_neg,GO:0014069,postsynaptic density,Component,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F1,RNA_pos,GO:0007339,binding of sperm to zona pellucida,Process,2,4,30,2545,0.0007944531981396242,30,0.04534900712789621
F3,RNA_neg,GO:0005886,plasma membrane,Component,8,184,30,2545,0.0009410702719341153,30,0.04534900712789621
F5,METH_neg,GO:0005576,extracellular region,Component,3,18,30,2545,0.0010710186523396918,30,0.04534900712789621
F6,METH_pos,GO:0008250,oligosaccharyltransferase complex,Component,2,5,30,2545,0.001314381585784449,30,0.04534900712789621
F6,RNA_neg,GO:0044782,cilium organization,Process,2,5,30,2545,0.001314381585784449,30,0.04534900712789621
F5,RNA_neg,GO:0006879,intracellular iron ion homeostasis,Process,2,5,30,2545,0.001314381585784449,30,0.04534900712789621
F4,RNA_neg,GO:0016887,ATP hydrolysis activity,Function,4,44,30,2545,0.0015358627461823074,30,0.04534900712789621
F3,METH_pos,GO:0005975,carbohydrate metabolic process,Process,3,21,30,2545,0.0017044216597141186,30,0.04534900712789621
F2,METH_neg,GO:0005783,endoplasmic reticulum,Component,5,78,30,2545,0.0018572639182053356,30,0.04534900712789621
F5,RNA_neg,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,Process,2,6,30,2545,0.0019571277027941925,30,0.04534900712789621
F6,METH_neg,GO:0030139,endocytic vesicle,Component,2,6,30,2545,0.0019571277027941925,30,0.04534900712789621
F3,RNA_neg,GO:0007156,homophilic cell-cell adhesion,Process,2,6,30,2545,0.0019571277027941925,30,0.04534900712789621
F6,METH_neg,GO:0034472,snRNA 3'-end processing,Process,2,6,30,2545,0.0019571277027941925,30,0.04534900712789621
F1,RNA_pos,GO:0001786,phosphatidylserine binding,Function,2,7,30,2545,0.002719917226139509,30,0.04534900712789621
F2,METH_neg,GO:0031418,L-ascorbic acid binding,Function,2,7,30,2545,0.002719917226139509,30,0.04534900712789621
F1,RNA_pos,GO:0012506,vesicle membrane,Component,2,7,30,2545,0.002719917226139509,30,0.04534900712789621
F3,METH_pos,GO:0009986,cell surface,Component,2,7,30,2545,0.002719917226139509,30,0.04534900712789621
F4,METH_pos,GO:0001786,phosphatidylserine binding,Function,2,7,30,2545,0.002719917226139509,30,0.04534900712789621
F4,METH_pos,GO:0012506,vesicle membrane,Component,2,7,30,2545,0.002719917226139509,30,0.04534900712789621
F2,RNA_pos,GO:0004722,protein serine/threonine phosphatase activity,Function,2,8,30,2545,0.0036000204521164734,30,0.04534900712789621
F5,RNA_pos,GO:0005778,peroxisomal membrane,Component,2,8,30,2545,0.0036000204521164734,30,0.04534900712789621
F7,RNA_neg,GO:0007059,chromosome segregation,Process,2,8,30,2545,0.0036000204521164734,30,0.04534900712789621
F1,METH_neg,GO:0004722,protein serine/threonine phosphatase activity,Function,2,8,30,2545,0.0036000204521164734,30,0.04534900712789621
F6,RNA_pos,GO:0006364,rRNA processing,Process,2,8,30,2545,0.0036000204521164734,30,0.04534900712789621
F6,METH_neg,GO:0032039,integrator complex,Component,2,8,30,2545,0.0036000204521164734,30,0.04534900712789621
F4,METH_pos,GO:0005737,cytoplasm,Component,10,343,30,2545,0.004263411301130182,30,0.04534900712789621
F1,RNA_pos,GO:0003729,mRNA binding,Function,3,29,30,2545,0.0043938845137442865,30,0.04534900712789621
F1,RNA_pos,GO:0005544,calcium-dependent phospholipid binding,Function,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F6,RNA_pos,GO:0006635,fatty acid beta-oxidation,Process,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F4,METH_pos,GO:0005544,calcium-dependent phospholipid binding,Function,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F2,RNA_neg,GO:0007229,integrin-mediated signaling pathway,Process,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F5,RNA_neg,GO:0019005,SCF ubiquitin ligase complex,Component,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F4,METH_neg,GO:0003777,microtubule motor activity,Function,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F6,RNA_neg,GO:0015485,cholesterol binding,Function,2,9,30,2545,0.004594751684269728,30,0.04534900712789621
F7,RNA_pos,GO:0003677,DNA binding,Function,4,61,30,2545,0.005135633555541163,30,0.04534900712789621
F2,METH_pos,GO:0005516,calmodulin binding,Function,2,10,29,2545,0.005332562980673619,29,0.04534900712789621
F3,RNA_neg,GO:0005509,calcium ion binding,Function,4,62,30,2545,0.005444992830789179,30,0.04534900712789621
F5,RNA_pos,GO:0005509,calcium ion binding,Function,4,62,30,2545,0.005444992830789179,30,0.04534900712789621
F7,METH_pos,GO:0008083,growth factor activity,Function,2,10,30,2545,0.0057014686288755665,30,0.04534900712789621
F1,METH_neg,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",Function,2,10,30,2545,0.0057014686288755665,30,0.04534900712789621
F2,RNA_neg,GO:0005925,focal adhesion,Component,2,10,30,2545,0.0057014686288755665,30,0.04534900712789621
F2,METH_pos,GO:0005923,bicellular tight junction,Component,2,11,29,2545,0.0064716673025903716,29,0.04534900712789621
F5,RNA_neg,GO:0005829,cytosol,Component,6,148,30,2545,0.006483688476632603,30,0.04534900712789621
F2,METH_pos,GO:0006468,protein phosphorylation,Process,4,68,29,2545,0.006691400994374029,29,0.04534900712789621
F1,METH_neg,GO:1902600,proton transmembrane transport,Process,2,11,30,2545,0.006917571797898943,30,0.04534900712789621
F6,RNA_neg,GO:0036064,ciliary basal body,Component,2,11,30,2545,0.006917571797898943,30,0.04534900712789621
F1,RNA_neg,GO:0030170,pyridoxal phosphate binding,Function,2,11,30,2545,0.006917571797898943,30,0.04534900712789621
F2,METH_pos,GO:0031410,cytoplasmic vesicle,Component,2,12,29,2545,0.007711331070763156,29,0.04534900712789621
F2,RNA_neg,GO:0007160,cell-matrix adhesion,Process,2,12,30,2545,0.008240503919339288,30,0.04534900712789621
F2,METH_neg,GO:0005506,iron ion binding,Function,2,12,30,2545,0.008240503919339288,30,0.04534900712789621
F6,RNA_pos,GO:0031410,cytoplasmic vesicle,Component,2,12,30,2545,0.008240503919339288,30,0.04534900712789621
F4,RNA_neg,GO:0005667,transcription regulator complex,Component,2,13,30,2545,0.009667749354880933,30,0.04534900712789621
F5,RNA_pos,GO:0005777,peroxisome,Component,2,13,30,2545,0.009667749354880933,30,0.04534900712789621
F4,METH_neg,GO:0045893,positive regulation of DNA-templated transcription,Process,2,13,30,2545,0.009667749354880933,30,0.04534900712789621
F6,METH_pos,GO:0005777,peroxisome,Component,2,13,30,2545,0.009667749354880933,30,0.04534900712789621
F4,RNA_pos,GO:0003724,RNA helicase activity,Function,2,14,30,2545,0.011196833524764808,30,0.04534900712789621
F3,METH_neg,GO:0007018,microtubule-based movement,Process,2,14,30,2545,0.011196833524764808,30,0.04534900712789621
F2,RNA_neg,GO:0005178,integrin binding,Function,2,14,30,2545,0.011196833524764808,30,0.04534900712789621
F4,METH_neg,GO:0007018,microtubule-based movement,Process,2,14,30,2545,0.011196833524764808,30,0.04534900712789621
F2,METH_pos,GO:0015421,ABC-type oligopeptide transporter activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0090374,oligopeptide export from mitochondrion,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0008432,JUN kinase binding,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:1990244,histone H2AT120 kinase activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:1901529,positive regulation of anion channel activity,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0090314,positive regulation of protein targeting to membrane,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0006670,sphingosine metabolic process,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0002055,adenine binding,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0006168,adenine salvage,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0003999,adenine phosphoribosyltransferase activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0044209,AMP salvage,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0003365,establishment of cell polarity involved in ameboidal cell migration,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0005964,phosphorylase kinase complex,Component,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0004689,phosphorylase kinase activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0030239,myofibril assembly,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0005977,glycogen metabolic process,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0005078,MAP kinase scaffold activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0004614,phosphoglucomutase activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0046651,lymphocyte proliferation,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0034080,CENP-A containing chromatin assembly,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0007309,oocyte axis specification,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0034709,methylosome,Component,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0032936,SREBP-SCAP complex,Component,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0045540,regulation of cholesterol biosynthetic process,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0030334,regulation of cell migration,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0004092,carnitine O-acetyltransferase activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0005721,pericentric heterochromatin,Component,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0031508,pericentric heterochromatin formation,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0045046,protein import into peroxisome membrane,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0014706,striated muscle tissue development,Process,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0042392,sphingosine-1-phosphate phosphatase activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0030331,nuclear estrogen receptor binding,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0030159,signaling receptor complex adaptor activity,Function,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F2,METH_pos,GO:0000939,inner kinetochore,Component,1,1,29,2545,0.011394891944990177,29,0.04534900712789621
F7,METH_pos,GO:0061709,reticulophagy,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_pos,GO:0033619,membrane protein proteolysis,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0005956,protein kinase CK2 complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0006414,translational elongation,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0017156,calcium-ion regulated exocytosis,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_pos,GO:0006805,xenobiotic metabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0044753,amphisome,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0030125,clathrin vesicle coat,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0016868,intramolecular phosphotransferase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0070390,transcription export complex 2,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0052816,long-chain fatty acyl-CoA hydrolase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0030896,checkpoint clamp complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0099078,BORC complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0004074,biliverdin reductase [NAD(P)H] activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0006999,nuclear pore organization,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_pos,GO:0098554,cytoplasmic side of endoplasmic reticulum membrane,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0098957,anterograde axonal transport of mitochondrion,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0005315,phosphate transmembrane transporter activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:1990547,mitochondrial phosphate ion transmembrane transport,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0019797,procollagen-proline 3-dioxygenase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0032963,collagen metabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0010756,positive regulation of plasminogen activation,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F3,RNA_pos,GO:1990034,calcium ion export across plasma membrane,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F3,RNA_pos,GO:0008171,O-methyltransferase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F3,RNA_pos,GO:0007605,sensory perception of sound,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0000253,3-beta-hydroxysteroid 3-dehydrogenase (NADP+) activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F2,METH_neg,GO:0047024,"5-alpha-androstane-3-beta,17-beta-diol dehydrogenase (NADP+) activity",Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_pos,GO:0008544,epidermis development,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_pos,GO:0032798,Swi5-Sfr1 complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_pos,GO:0006004,fucose metabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_pos,GO:0050790,regulation of catalytic activity,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0003334,keratinocyte development,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0004045,peptidyl-tRNA hydrolase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0006552,L-leucine catabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0016829,lyase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0019464,glycine decarboxylation via glycine cleavage system,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0004375,glycine dehydrogenase (decarboxylating) activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,RNA_pos,GO:0035473,lipase binding,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,RNA_pos,GO:0008217,regulation of blood pressure,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,RNA_pos,GO:0010916,negative regulation of very-low-density lipoprotein particle clearance,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0042602,riboflavin reductase (NADPH) activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0004419,hydroxymethylglutaryl-CoA lyase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0046951,ketone body biosynthetic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0015055,secretin receptor activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:2000210,positive regulation of anoikis,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:2000811,negative regulation of anoikis,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,RNA_neg,GO:0050459,ethanolamine-phosphate phospho-lyase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0008508,bile acid:sodium symporter activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0004363,glutathione synthase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0043295,glutathione binding,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0032957,inositol trisphosphate metabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0052726,"inositol-1,3,4-trisphosphate 5-kinase activity",Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0047325,"inositol-3,4,5,6-tetrakisphosphate 1-kinase activity",Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0052725,"inositol-1,3,4-trisphosphate 6-kinase activity",Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0042277,peptide binding,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0005507,copper ion binding,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0009062,fatty acid catabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F7,METH_neg,GO:0005315,phosphate transmembrane transporter activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0009437,carnitine metabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0004095,carnitine O-palmitoyltransferase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0004312,fatty acid synthase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0031177,phosphopantetheine binding,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0015721,bile acid and bile salt transport,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0032956,regulation of actin cytoskeleton organization,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0031932,TORC2 complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0031931,TORC1 complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0032418,lysosome localization,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_neg,GO:0005109,frizzled binding,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:2000649,regulation of sodium ion transmembrane transporter activity,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0035803,egg coat formation,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:2000344,positive regulation of acrosome reaction,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0098837,postsynaptic recycling endosome,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0141039,phosphatidylinositol 3-kinase inhibitor activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0009113,purine nucleobase biosynthetic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0004044,amidophosphoribosyltransferase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0042721,TIM22 mitochondrial import inner membrane insertion complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0071566,UFM1 activating enzyme activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0071569,protein ufmylation,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0030667,secretory granule membrane,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0008320,transmembrane protein transporter activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0030672,synaptic vesicle membrane,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0045089,positive regulation of innate immune response,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0019855,calcium channel inhibitor activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0008458,carnitine O-octanoyltransferase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0071031,nuclear mRNA surveillance of mRNA 3'-end processing,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0030125,clathrin vesicle coat,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0031499,TRAMP complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0045039,protein insertion into mitochondrial inner membrane,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0051383,kinetochore organization,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0017080,sodium channel regulator activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:0045333,cellular respiration,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:0016409,palmitoyltransferase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:0035299,"inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity",Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:0046850,regulation of bone remodeling,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:0030008,TRAPP complex,Component,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:1905605,positive regulation of blood-brain barrier permeability,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,RNA_neg,GO:0150105,protein localization to cell-cell junction,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0045338,farnesyl diphosphate metabolic process,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0051996,squalene synthase [NAD(P)H] activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F1,METH_pos,GO:0060631,regulation of meiosis I,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0004096,catalase activity,Function,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
F6,METH_pos,GO:0042542,response to hydrogen peroxide,Process,1,1,30,2545,0.011787819253438112,30,0.04534900712789621
