gene,IVF_vs_PA,IVF_vs_vivo,PA_vs_vivo,total_div,vivo_slope
ENSSSCG00000000215,0.09447925606671974,0.8907965371581125,0.8811768004509617,1.8664525936757939,-0.2573915800927732
ENSSSCG00000000217,0.662338663585342,0.38083578672424034,0.7095937295906797,1.752768179900262,-0.1462388986057347
ENSSSCG00000000228,0.2603040831274005,0.29133664132237186,0.4493335739225631,1.0009742983723355,-0.07816019378258124
ENSSSCG00000000233,0.48525901173312486,0.8330985297637027,1.0763095719996214,2.394667113496449,-0.3443171736340935
ENSSSCG00000000257,0.14809933622278915,0.7067440627414826,0.7765171503645195,1.6313605493287913,0.01395428334042756
ENSSSCG00000000262,0.2521250309776561,0.4236922970705089,0.392505365031116,1.0683226930792808,-0.13526120132052963
ENSSSCG00000000265,0.3772273673861874,0.8633404370712371,0.8032194848905282,2.0437872893479527,-0.2590422219898179
ENSSSCG00000000267,0.13993467151890462,1.5569728001674992,1.5609845208267943,3.257891992513198,0.052352575668975165
ENSSSCG00000000268,0.4108238745877244,0.7902267381525753,0.7049465536768913,1.905997166417191,-0.00701651290307649
ENSSSCG00000000272,0.8412049553181561,1.8714085497538953,1.4150465391103753,4.127660044182427,-0.0935797129240255
ENSSSCG00000000273,0.205086047681336,1.6696722802016029,1.4963188456189247,3.3710771735018636,0.18553474927972885
ENSSSCG00000000274,0.507941367323236,0.45108378720495984,0.5968987323781931,1.555923886906389,-0.005547733027695825
ENSSSCG00000000275,0.4584552404866475,1.1243406114548884,1.198019179868881,2.780815031810417,-0.049406688854472004
ENSSSCG00000000278,0.3281729185572407,0.6065252896085971,0.8754926467911304,1.810190854956968,-0.019048871054214347
ENSSSCG00000000288,0.4276732237221001,0.22961064086231367,0.3182994517594032,0.975583316343817,0.03487463236017592
ENSSSCG00000000290,0.32266435711127756,1.0133305493164715,0.9435252551708659,2.279520161598615,0.10669337590172426
ENSSSCG00000000295,0.3561447421693868,0.5870595075090963,0.5776475174035953,1.5208517670820785,-0.34862327057144576
ENSSSCG00000000296,1.0060767187558637,3.3432876604296964,4.2627923954116635,8.612156774597224,-0.6155017643168855
ENSSSCG00000000359,0.1686937771179977,0.19821044758784415,0.18663093066233505,0.5535351553681769,0.10896501745591369
ENSSSCG00000000361,0.46790715059464866,0.713417073012117,0.9061868743186089,2.0875110979253746,0.27417249348739425
ENSSSCG00000000364,0.5200953646122501,1.3311282152086317,1.2591066355790779,3.1103302153999595,0.015357331427092157
ENSSSCG00000000365,1.3366576024256636,1.201926556422184,0.8827260312177679,3.4213101900656153,0.18677260131963225
ENSSSCG00000000366,0.6261856204569614,1.736299922342416,1.7602318910951558,4.122717433894533,0.044628603491281144
ENSSSCG00000000376,0.8239009385846583,1.0630862671830983,0.7787771822238756,2.665764387991632,0.13867524213875954
ENSSSCG00000000377,0.6108755723393496,1.4021144155791885,1.612176439984156,3.6251664279026943,0.05142724436629874
ENSSSCG00000000379,0.4513371700257437,0.17640545648600958,0.31828165353352134,0.9460242800452746,-0.23636314717813517
ENSSSCG00000000382,0.19017418123255703,0.6079672169924194,0.5866490222712898,1.3847904204962662,-0.19412305841389263
ENSSSCG00000000383,0.20751223373024985,0.47224390580355613,0.5730194933060238,1.2527756328398296,-0.15084750597360863
ENSSSCG00000000384,0.08651732068960229,0.4836610451650671,0.40502958540677636,0.9752079512614458,0.020839201379799815
ENSSSCG00000000385,0.08484549777741873,0.5351953531374353,0.5870294519712539,1.207070302886108,-0.15560972909383816
ENSSSCG00000000386,0.46489415506889437,0.472254341724871,0.8535380032985517,1.790686500092317,-0.11753275238436531
ENSSSCG00000000393,0.2295349589951257,0.449500704203398,0.6168649230638216,1.2959005862623454,-0.1157379270753289
ENSSSCG00000000394,0.24095788940136467,0.5633525988075159,0.5725700918413632,1.3768805800502437,0.21653489665906042
ENSSSCG00000000396,0.43282662981292896,1.1484364281310897,0.8735968679996965,2.4548599259437154,-0.17479272958110223
ENSSSCG00000000399,0.41218766138858737,0.5784220890094295,0.6819162374744291,1.6725259878724459,-0.12463188975493138
ENSSSCG00000000401,0.6712955511027325,0.1805359811125459,0.7668012864459397,1.6186328186612182,-0.31460255489241157
ENSSSCG00000000402,0.2925706080071409,1.0069003425904755,1.0664630953435137,2.36593404594113,-0.36954494916563374
ENSSSCG00000000403,0.21523468951436323,0.7653212189329736,0.8031288666749227,1.7836847751222593,-0.11772935350472366
ENSSSCG00000000405,0.40224330307207334,1.891733466687224,2.0457619389115935,4.339738708670891,0.20257442548746207
ENSSSCG00000000406,1.6438770033565464,0.4727461255000775,1.4007895642038257,3.5174126930604492,0.09617517273764797
ENSSSCG00000000431,0.2952138709388953,0.3567773862018582,0.5630151349137015,1.215006392054455,-0.08845823586505147
ENSSSCG00000000437,0.06012906639879244,0.6865230954261503,0.7155191354917159,1.4621712973166585,-0.19495222471217713
ENSSSCG00000000453,0.3688928867497022,0.8492103049279501,1.0758025302905798,2.2939057219682324,-0.27493731718433695
ENSSSCG00000000455,0.5048167364654923,0.5584862037589082,0.8423937968395927,1.9056967370639932,-0.27068248637770875
ENSSSCG00000000457,0.11594808961994439,0.5885896405970417,0.5858761297264626,1.2904138599434487,-0.14657321259583225
ENSSSCG00000000458,0.6171284361870849,0.12359315685680689,0.5306768420065959,1.2713984350504877,-0.05413433880951198
ENSSSCG00000000462,0.4071458684323435,0.7001066489902938,1.003413410579977,2.1106659280026143,-0.17706040662542893
ENSSSCG00000000466,0.35357007369910237,0.8810918359843267,0.6887138344156456,1.9233757440990746,-0.01167283111868438
ENSSSCG00000000469,0.7156742228844601,0.8928935079950063,0.3448349879923756,1.9534027188718421,-0.271952405702402
ENSSSCG00000000473,0.22378887766120745,0.7908746622719499,0.6959531002784196,1.710616640211577,0.13817154020695077
ENSSSCG00000000475,0.4912396959846411,0.9301592442240009,0.8234623116808876,2.2448612518895295,-0.3807597907244589
ENSSSCG00000000477,1.2497534936553565,1.145704379166678,0.7951136510100673,3.190571523832102,-0.40797353163504735
ENSSSCG00000000478,0.24014704408484663,0.2879428495714182,0.4419287936516225,0.9700186873078873,-0.5740822735109735
ENSSSCG00000000483,0.972369823131996,0.8205820044549527,0.5014323971879333,2.2943842247748822,-0.2828675341789166
ENSSSCG00000000486,1.3624220060499688,1.5994298378897225,1.7787447217027428,4.740596565642434,-0.1544633368043371
ENSSSCG00000000487,0.6239026593153889,0.2635268254284575,0.6261187637316873,1.5135482484755336,-0.13640872860769068
ENSSSCG00000000488,0.7171006060797166,0.7111405349102755,1.0941359074066852,2.5223770483966774,-0.06591638192288254
ENSSSCG00000000493,0.2283797305924682,0.29860620425759693,0.366788494227928,0.8937744290779932,-0.0586324392591486
ENSSSCG00000000496,1.0707586895160293,0.807314824558317,1.1248867284670068,3.002960242541353,0.05639388147813405
ENSSSCG00000000500,0.5685020671334569,2.1430281937405895,1.9741869366807125,4.685717197554759,0.04271531420098419
ENSSSCG00000000502,0.4915054233560035,0.5641102659585628,0.9085079298850715,1.9641236191996376,-0.01951814186125047
ENSSSCG00000000504,0.7441757962711749,0.8484792817525404,0.976620734354117,2.5692758123778323,-0.2594345076555309
ENSSSCG00000000509,0.8042813176163984,0.43004694690780526,0.6488440532919459,1.8831723178161497,-0.0761228392688727
ENSSSCG00000000510,0.2716585792382164,1.3001287293024106,1.3093677162229533,2.88115502476358,-0.09413933075316834
ENSSSCG00000000512,0.47433395651810284,0.399481838664091,0.32774185165987285,1.2015576468420668,-0.13803580086933023
ENSSSCG00000000517,0.7094300388722403,0.6938983622956539,0.7360167473194682,2.1393451484873625,-0.22189427755156124
ENSSSCG00000000519,0.3369199218899601,0.755417809060954,0.5421520829457429,1.634489813896657,-0.17871409377309352
ENSSSCG00000000521,0.25611419747773523,0.7093849905338908,0.9199053855703014,1.8854045735819276,0.0019612465375306596
ENSSSCG00000000522,0.5531094907164975,1.1918194222510976,1.4479827005526484,3.1929116135202436,0.07348912199106172
