gene,n_cpg_1x,n_cpg_5x,n_cpg_10x,frac_5x,frac_10x
ENSSSCG00000001869,19,0,0,0.0,0.0
ENSSSCG00000001871,19,0,0,0.0,0.0
ENSSSCG00000001872,27,3,1,0.1111111111111111,0.037037037037037035
ENSSSCG00000001873,10,7,3,0.7,0.3
ENSSSCG00000001875,16,2,0,0.125,0.0
ENSSSCG00000001877,5,1,0,0.2,0.0
ENSSSCG00000001878,46,9,2,0.1956521739130435,0.043478260869565216
ENSSSCG00000001879,18,15,1,0.8333333333333334,0.05555555555555555
ENSSSCG00000001880,10,4,0,0.4,0.0
ENSSSCG00000001881,9,1,1,0.1111111111111111,0.1111111111111111
ENSSSCG00000001882,6,1,0,0.16666666666666666,0.0
ENSSSCG00000001884,1,0,0,0.0,0.0
ENSSSCG00000001885,7,1,0,0.14285714285714285,0.0
ENSSSCG00000001887,1,0,0,0.0,0.0
ENSSSCG00000001888,21,2,0,0.09523809523809523,0.0
ENSSSCG00000001892,3,0,0,0.0,0.0
ENSSSCG00000001895,4,0,0,0.0,0.0
ENSSSCG00000001898,12,6,2,0.5,0.16666666666666666
ENSSSCG00000001899,2,2,0,1.0,0.0
ENSSSCG00000001900,19,2,0,0.10526315789473684,0.0
ENSSSCG00000001901,1,0,0,0.0,0.0
ENSSSCG00000001903,7,1,0,0.14285714285714285,0.0
ENSSSCG00000001904,25,5,0,0.2,0.0
ENSSSCG00000001905,4,3,0,0.75,0.0
ENSSSCG00000001906,10,3,3,0.3,0.3
ENSSSCG00000001907,4,1,1,0.25,0.25
ENSSSCG00000001908,7,5,0,0.7142857142857143,0.0
ENSSSCG00000001909,4,3,3,0.75,0.75
ENSSSCG00000001910,7,0,0,0.0,0.0
ENSSSCG00000001912,6,0,0,0.0,0.0
ENSSSCG00000001913,23,7,1,0.30434782608695654,0.043478260869565216
ENSSSCG00000001914,31,10,5,0.3225806451612903,0.16129032258064516
ENSSSCG00000001915,3,0,0,0.0,0.0
ENSSSCG00000001916,24,3,2,0.125,0.08333333333333333
ENSSSCG00000001917,23,10,10,0.43478260869565216,0.43478260869565216
ENSSSCG00000001918,9,8,7,0.8888888888888888,0.7777777777777778
ENSSSCG00000001920,31,5,3,0.16129032258064516,0.0967741935483871
ENSSSCG00000001921,49,15,8,0.30612244897959184,0.16326530612244897
ENSSSCG00000001925,14,0,0,0.0,0.0
ENSSSCG00000001927,4,2,2,0.5,0.5
ENSSSCG00000001928,26,7,6,0.2692307692307692,0.23076923076923078
ENSSSCG00000001930,4,0,0,0.0,0.0
ENSSSCG00000001931,13,1,0,0.07692307692307693,0.0
ENSSSCG00000001932,17,2,1,0.11764705882352941,0.058823529411764705
ENSSSCG00000001934,11,0,0,0.0,0.0
ENSSSCG00000001938,14,3,3,0.21428571428571427,0.21428571428571427
ENSSSCG00000001939,12,6,5,0.5,0.4166666666666667
ENSSSCG00000001942,21,13,10,0.6190476190476191,0.47619047619047616
