gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,sig
ENSSSCG00000036926,196.29462510087905,-7.452415072567587,1.3207362313085313,-5.642621816457657,1.6747995811461994e-08,9.488973279667297e-07,ENSSSCG00000036926,MVB12B,True
ENSSSCG00000025928,1441.7319611205357,-5.2791057952428995,0.9361252960810362,-5.63931539649999,1.7072757333345927e-08,9.488973279667297e-07,ENSSSCG00000025928,RPL18,True
ENSSSCG00000038800,484.7532247884511,-6.761518608054528,1.1989605089817452,-5.639484000850837,1.7056049801740898e-08,9.488973279667297e-07,ENSSSCG00000038800,PUF60,True
ENSSSCG00000060182,251.71615065501638,5.742153338679373,1.018018109383944,5.640521799906143,1.69535601652107e-08,9.488973279667297e-07,ENSSSCG00000060182,ENSSSCG00000060182,True
ENSSSCG00000038960,426.620618714616,-5.2192765835467565,0.9269666005170234,-5.630490441225888,1.7969790067735095e-08,9.92432836272509e-07,ENSSSCG00000038960,ENSSSCG00000038960,True
ENSSSCG00000016290,988.2075208824984,-22.264235685092363,3.9557840909360493,-5.628273731143911,1.8202207163327046e-08,9.944795382874763e-07,ENSSSCG00000016290,EFHD1,True
ENSSSCG00000001430,32.65439449473835,-8.850030023302653,1.5725097212659116,-5.62796522248406,1.823478410795281e-08,9.944795382874763e-07,ENSSSCG00000001430,ATF6B,True
ENSSSCG00000040632,2265.2044237621135,16.975582696554063,3.0191431011909278,5.622649250993732,1.8805097255031816e-08,1.0192129108534636e-06,ENSSSCG00000040632,ENSSSCG00000040632,True
ENSSSCG00000038694,255.86443165861783,-14.107803707273423,2.5099145591348218,-5.62083026130437,1.900419203483393e-08,1.0236455536787707e-06,ENSSSCG00000038694,CCND2,True
ENSSSCG00000011591,14967.068104270904,2.62338270541076,0.46711010032968286,5.616197773414011,1.9520521985369977e-08,1.0417863242047078e-06,ENSSSCG00000011591,H1-8,True
ENSSSCG00000024064,233.32602185711966,-18.965561588121933,3.3772547623182425,-5.61567394906964,1.957975672353565e-08,1.0417863242047078e-06,ENSSSCG00000024064,RNF6,True
ENSSSCG00000027293,309737.01926164073,2.491861773239311,0.44400823556929736,5.6121971927937375,1.997735944172777e-08,1.0564996272031303e-06,ENSSSCG00000027293,TNPO1,True
ENSSSCG00000045482,275.1564021559838,6.434638965667144,1.1475879278925025,5.607098862990037,2.0574614933034995e-08,1.0815306620823096e-06,ENSSSCG00000045482,ENSSSCG00000045482,True
ENSSSCG00000005180,107.29760727908537,-5.583936198327541,0.9964281796315216,-5.603952510046912,2.0951813558931996e-08,1.0947636234445544e-06,ENSSSCG00000005180,BNC2,True
ENSSSCG00000009868,1115.9922481728354,-6.067143241812427,1.0835326043148348,-5.599409946366079,2.150826274256729e-08,1.1040064746567185e-06,ENSSSCG00000009868,RBM19,True
ENSSSCG00000006143,24.62648189220494,-9.803745608694891,1.750554208909795,-5.600366763163786,2.1389875909432466e-08,1.1040064746567185e-06,ENSSSCG00000006143,CA13,True
ENSSSCG00000039695,201.45519190697888,5.303285675088261,0.9469488044534626,5.600393231552876,2.138660998680082e-08,1.1040064746567185e-06,ENSSSCG00000039695,ENSSSCG00000039695,True
ENSSSCG00000017981,25.457077967972573,8.060782101276933,1.442013600852541,5.5899487331543005,2.2713666259808547e-08,1.1590611215385344e-06,ENSSSCG00000017981,ALOXE3,True
ENSSSCG00000034980,159.8504369724451,6.583789601464933,1.1792113291938795,5.583214338659448,2.3611345528896686e-08,1.1978639597973981e-06,ENSSSCG00000034980,IRF8,True
ENSSSCG00000021287,70.67115095753678,-6.1389511756093995,1.0999837499899723,-5.580947150960515,2.3921232737215745e-08,1.2065703865025698e-06,ENSSSCG00000021287,GCFC2,True
ENSSSCG00000001565,180.13420130909313,-5.7287408516568075,1.0277132370625168,-5.574260061134469,2.4858415549611754e-08,1.2466352533673113e-06,ENSSSCG00000001565,CDKN1A,True
ENSSSCG00000031461,399.71238223876014,-5.970541869066052,1.0715777432369262,-5.5717300090899355,2.5222208738610383e-08,1.2576513911606527e-06,ENSSSCG00000031461,ZKSCAN1,True
ENSSSCG00000032123,1136.003923420023,-20.251872068647057,3.6356188755721686,-5.570405689309181,2.5414685830538782e-08,1.2600485713481897e-06,ENSSSCG00000032123,SPX,True
ENSSSCG00000033673,251.96106839257175,-5.070981884533056,0.9111222305193706,-5.565643900097164,2.6118613955290772e-08,1.2876329117167644e-06,ENSSSCG00000033673,SLC25A6,True
ENSSSCG00000059389,16490.109966310818,5.398199708953226,0.9701108671933386,5.564518336518531,2.6287748751663237e-08,1.2886904247585022e-06,ENSSSCG00000059389,ENSSSCG00000059389,True
ENSSSCG00000005467,155.8319057766855,-5.266766874362241,0.9499602238163543,-5.544197264600849,2.9530576929703908e-08,1.4395743815005381e-06,ENSSSCG00000005467,HSDL2,True
ENSSSCG00000035477,43.55172301655074,10.289474531736772,1.8578277401562229,5.538443801507421,3.051711388151112e-08,1.4712283741992598e-06,ENSSSCG00000035477,ENSSSCG00000035477,True
ENSSSCG00000015862,63.99186062182323,-7.6593184155126535,1.3827702691758157,-5.539111294371336,3.040104078987936e-08,1.4712283741992598e-06,ENSSSCG00000015862,LIMS2,True
ENSSSCG00000000502,506.20150271936524,-4.476838119785303,0.8105885643901181,-5.522947542633604,3.3335928810445536e-08,1.5982929384612512e-06,ENSSSCG00000000502,CNOT2,True
ENSSSCG00000000769,31271.26657834845,4.504607758713742,0.8166821087903013,5.515741939524214,3.4731157994524394e-08,1.6560878943181414e-06,ENSSSCG00000000769,BID,True
ENSSSCG00000017046,67597.51193086558,3.9193171970729397,0.7107594311065036,5.5142668891095585,3.502367782903789e-08,1.6609598518270902e-06,ENSSSCG00000017046,EBF1,True
ENSSSCG00000002741,108.32911634176355,-24.191974851532976,4.388127686827213,-5.513051710905139,3.526645586442804e-08,1.6627831098637644e-06,ENSSSCG00000002741,ZNF821,True
ENSSSCG00000024892,295.32047640542976,-5.160966288802957,0.9362854261416385,-5.512171977375434,3.544323383390559e-08,1.6627831098637644e-06,ENSSSCG00000024892,NSG1,True
ENSSSCG00000000541,50.960884763854,-25.037895146576343,4.54858928669101,-5.5045407638443455,3.701318156872098e-08,1.7271498522388196e-06,ENSSSCG00000000541,FAR2,True
ENSSSCG00000002723,4382.860816959235,-5.690578791968509,1.0376470710303602,-5.484117818901461,4.155377736479077e-08,1.9117211867068645e-06,ENSSSCG00000002723,AARS1,True
ENSSSCG00000027324,93.83270152756553,-6.2277473585676955,1.1353407487473413,-5.485355269278385,4.1263927820367276e-08,1.9117211867068645e-06,ENSSSCG00000027324,VPS35L,True
ENSSSCG00000022464,3022.702633887974,-4.807733261884297,0.8767138097126552,-5.48381148856323,4.1625833769688775e-08,1.9117211867068645e-06,ENSSSCG00000022464,KBTBD2,True
ENSSSCG00000015309,150.86918856191156,-13.219233947201376,2.417786532446045,-5.467494243103272,4.56442028126775e-08,2.0852948363530044e-06,ENSSSCG00000015309,MTERF1,True
ENSSSCG00000001011,142.70704626761065,5.463636714894561,1.0037188504104912,5.4433935485620255,5.2274978448198944e-08,2.3757888642655415e-06,ENSSSCG00000001011,SERPINB1,True
ENSSSCG00000008164,18472.573212587682,2.85597545607061,0.5248207154390729,5.441811597854437,5.2741439624956e-08,2.3845689231469742e-06,ENSSSCG00000008164,MAP4K4,True
ENSSSCG00000006360,667.0245726232052,6.036137960450297,1.1095812607967872,5.440014331276434,5.327628534577132e-08,2.3963343604494873e-06,ENSSSCG00000006360,B4GALT3,True
ENSSSCG00000011977,172.58026070704807,-5.422447577264406,0.9971095493826607,-5.438166328485771,5.383170959050949e-08,2.408899989163004e-06,ENSSSCG00000011977,DCBLD2,True
ENSSSCG00000011336,1370.2610717857997,5.334742039675716,0.981836880460885,5.433430079721114,5.528095099851148e-08,2.4611305021072e-06,ENSSSCG00000011336,ELP6,True
ENSSSCG00000030539,7.963805447159263,5.811405291538666,1.069906586931321,5.4316940960301885,5.5821554908688236e-08,2.47258318849347e-06,ENSSSCG00000030539,KLK15,True
ENSSSCG00000002873,21.03471245292573,-6.752139438175387,1.2488618818998747,-5.406634261191045,6.422009175842158e-08,2.8302248519393266e-06,ENSSSCG00000002873,GPI,True
ENSSSCG00000013336,4375.091711364243,3.275241760772759,0.6063708043532414,5.401384329949973,6.612857409921334e-08,2.8996881285916365e-06,ENSSSCG00000013336,CCDC34,True
ENSSSCG00000005308,5546.594901420739,20.388596803670058,3.782486941842812,5.390262310789846,7.035491383381435e-08,3.0695848905693203e-06,ENSSSCG00000005308,RUSC2,True
ENSSSCG00000039662,2472.0682765843776,6.015669450810924,1.11653278800747,5.387812624424852,7.132034913050321e-08,3.0962257040436368e-06,ENSSSCG00000039662,MRPL51,True
ENSSSCG00000007153,102.56868262435009,-14.65908083006314,2.7217680724450983,-5.385866995233788,7.20962639546449e-08,3.1084696330348624e-06,ENSSSCG00000007153,ATRN,True
ENSSSCG00000014198,45.88964758863682,-5.905515515099136,1.0967745896053829,-5.384438672329132,7.267107553737244e-08,3.1084696330348624e-06,ENSSSCG00000014198,ENSSSCG00000014198,True
ENSSSCG00000015315,3421.3921060863586,4.951944281149851,0.9195988601747909,5.384896062407712,7.248652290166269e-08,3.1084696330348624e-06,ENSSSCG00000015315,RBM48,True
ENSSSCG00000050713,115.79224234503785,7.6221090652820305,1.417315319841061,5.377849910023396,7.538061410225158e-08,3.2086401885670595e-06,ENSSSCG00000050713,ENSSSCG00000050713,True
ENSSSCG00000010626,67.98461120430724,-5.320248165662185,0.9909385218446908,-5.368898320511577,7.92190642972655e-08,3.3556580342618386e-06,ENSSSCG00000010626,RBM20,True
ENSSSCG00000025523,437.9472922814125,-11.178236795328218,2.086648338821225,-5.357029542238511,8.460129198734977e-08,3.5663327240657685e-06,ENSSSCG00000025523,COL2A1,True
ENSSSCG00000035495,32572.863183785463,4.068804527724448,0.7603808986428131,5.351008336725405,8.746549200571446e-08,3.669345592508964e-06,ENSSSCG00000035495,KITLG,True
ENSSSCG00000002285,27.4761976789325,-8.253151452385598,1.5426159715078764,-5.3501011300423045,8.790509519390492e-08,3.6701428739809296e-06,ENSSSCG00000002285,GPHN,True
ENSSSCG00000016164,90.18798604605179,-6.86348538310905,1.2845316611327284,-5.343181169280543,9.132940027207575e-08,3.794954032257776e-06,ENSSSCG00000016164,IKZF2,True
ENSSSCG00000054854,35.01450367580568,7.852239551145024,1.46984340490135,5.342228651678737,9.181074367597224e-08,3.7968746413105865e-06,ENSSSCG00000054854,GABRR2,True
ENSSSCG00000011234,271.5754828614042,-9.419438861725196,1.7638338539938587,-5.3403209380502075,9.278218018545885e-08,3.8128648702272786e-06,ENSSSCG00000011234,CMTM7,True
ENSSSCG00000012110,2211.2207653864325,4.0176166993424465,0.7524393169519328,5.33945609809103,9.322584077920291e-08,3.8128648702272786e-06,ENSSSCG00000012110,MID1,True
ENSSSCG00000032477,237386.9165704814,2.3612908635506478,0.4422797736490977,5.338907642256512,9.350826062670612e-08,3.8128648702272786e-06,ENSSSCG00000032477,NRAS,True
ENSSSCG00000010046,108.02154699687783,-8.465428266345315,1.5924190985267557,-5.316080593467637,1.0602620319470688e-07,4.3031844143116846e-06,ENSSSCG00000010046,GNAZ,True
ENSSSCG00000004587,34.44553500162048,-7.941631520142755,1.497856227556754,-5.3019985323269925,1.145417626062777e-07,4.627275094918422e-06,ENSSSCG00000004587,MYO1E,True
ENSSSCG00000006018,21.285411787067666,-7.656780870045875,1.4455128517506897,-5.296930332215721,1.1776559973610985e-07,4.735588125793984e-06,ENSSSCG00000006018,TRPS1,True
ENSSSCG00000030660,124.3809066268789,-6.147607106163708,1.1622430047807726,-5.2894335185293695,1.2269576798167228e-07,4.911207667009506e-06,ENSSSCG00000030660,PDIK1L,True
ENSSSCG00000039591,621.5362502002095,-4.026471135219787,0.7624698947336732,-5.280826381514004,1.2860251221823222e-07,5.1241348019008874e-06,ENSSSCG00000039591,SERINC3,True
ENSSSCG00000007878,728.5346613394426,-3.3820729273722216,0.6416069281479622,-5.2712537520983185,1.35494986958027e-07,5.350001523963168e-06,ENSSSCG00000007878,PARN,True
ENSSSCG00000003444,14403.367032723183,5.588812726454162,1.060244195844578,5.27125048018035,1.354974027957667e-07,5.350001523963168e-06,ENSSSCG00000003444,ENSSSCG00000003444,True
ENSSSCG00000026281,263.5742582066269,-8.454144780282759,1.6041893579453375,-5.270041680809376,1.3639278321144587e-07,5.361096514878723e-06,ENSSSCG00000026281,SCAP,True
ENSSSCG00000000720,13.38297347408024,4.995764433032146,0.9515655901160297,5.250047379732368,1.5206009402484964e-07,5.923555269914456e-06,ENSSSCG00000000720,AKAP3,True
ENSSSCG00000022919,34.45495676525021,-8.662728336587524,1.6498723678763294,-5.250544530143232,1.516502370366644e-07,5.923555269914456e-06,ENSSSCG00000022919,KIF5C,True
ENSSSCG00000000800,966.5550752455109,-6.25101060652534,1.1923020566201326,-5.242807870553655,1.5815119669154009e-07,6.114397422403225e-06,ENSSSCG00000000800,PUS7L,True
ENSSSCG00000009730,63.895544901720186,-5.643250666705575,1.0764295410485893,-5.242563912922976,1.5836051082547892e-07,6.114397422403225e-06,ENSSSCG00000009730,ZNF26,True
ENSSSCG00000004620,765.9061424225802,-4.986496717329841,0.9520346930029154,-5.237725845474594,1.625673062935237e-07,6.2291407300920745e-06,ENSSSCG00000004620,MYO5A,True
ENSSSCG00000033301,1511.753753784158,-13.273124397686747,2.5342446575820556,-5.237507104128908,1.6276003741244476e-07,6.2291407300920745e-06,ENSSSCG00000033301,THAP7,True
ENSSSCG00000027503,8573.46156386301,-4.385267747057998,0.8376573364088117,-5.235157094019416,1.648445978020078e-07,6.281371006202271e-06,ENSSSCG00000027503,OSBPL8,True
ENSSSCG00000039684,92.51633558638963,5.26236066851906,1.0055148127291718,5.233498902155347,1.6633099500017125e-07,6.310453314658671e-06,ENSSSCG00000039684,PGPEP1,True
ENSSSCG00000002620,138.45327536907513,-4.918365027533534,0.9414645701772377,-5.224163694877668,1.749439671413535e-07,6.608489425434851e-06,ENSSSCG00000002620,EFHC1,True
ENSSSCG00000040634,180.83599333410743,-5.167931978887733,0.9896368444994327,-5.222048883498997,1.7695423921826592e-07,6.610364950093081e-06,ENSSSCG00000040634,ERP44,True
ENSSSCG00000031838,1725.3946839607465,-5.493586729389489,1.0520640456734758,-5.221722719240714,1.7726626155418072e-07,6.610364950093081e-06,ENSSSCG00000031838,ENSSSCG00000031838,True
ENSSSCG00000016034,118.86277949622429,-8.506708979774595,1.628856719118993,-5.222502924858643,1.7652076820998378e-07,6.610364950093081e-06,ENSSSCG00000016034,COL3A1,True
ENSSSCG00000034782,237.9006223503751,-5.90720108617796,1.1319376877381937,-5.218662785211759,1.8021954214697712e-07,6.69189670116818e-06,ENSSSCG00000034782,VPS25,True
ENSSSCG00000018009,791.5057122494746,-4.943638922099185,0.9490389901866471,-5.2090999139318,1.8975891397019297e-07,7.016255437728407e-06,ENSSSCG00000018009,ADPRM,True
ENSSSCG00000004196,1377.6087217403237,-4.890444782900543,0.939739360901283,-5.204043787428705,1.9499802835827753e-07,7.17954766014485e-06,ENSSSCG00000004196,MED23,True
ENSSSCG00000008553,73.69692821230399,-5.833087793887824,1.122160460221055,-5.198087083498522,2.0134980261204354e-07,7.382262090725597e-06,ENSSSCG00000008553,PREB,True
ENSSSCG00000002753,748.0448303476795,4.854440304964218,0.9355933085053282,5.188622300772443,2.1185560267406768e-07,7.734945560392948e-06,ENSSSCG00000002753,NOB1,True
ENSSSCG00000025672,42.05743940151375,-7.639456924360748,1.4748303941572727,-5.179888449970535,2.2201862551791484e-07,8.072227192788854e-06,ENSSSCG00000025672,RAVER2,True
ENSSSCG00000051897,473.4769755555684,-5.627205148242233,1.0871048533016987,-5.176322349359013,2.263023286403492e-07,8.193834521641855e-06,ENSSSCG00000051897,CRB3,True
ENSSSCG00000010994,67.82081756152189,-11.788475772614225,2.2814105544874996,-5.1671873567107305,2.3764301680326788e-07,8.568896548038493e-06,ENSSSCG00000010994,NFX1,True
ENSSSCG00000009994,158688.8297760033,2.732146274110019,0.5298189976435438,5.1567540731111645,2.5126746352155425e-07,9.02288019213614e-06,ENSSSCG00000009994,MTMR3,True
ENSSSCG00000014319,82059.49447596548,2.315181658685738,0.44915082452964317,5.154575105389659,2.5420666174175756e-07,9.091013649010558e-06,ENSSSCG00000014319,SMAD5,True
ENSSSCG00000001917,47.070583801708736,14.322772739540785,2.7799862618179016,5.152101985631673,2.5758288278553124e-07,9.1741560619859e-06,ENSSSCG00000001917,CD276,True
ENSSSCG00000016220,1099.2924562428182,-34.42618687299236,6.686755159121574,-5.148414448229156,2.626975517639919e-07,9.318287954034931e-06,ENSSSCG00000016220,DNPEP,True
ENSSSCG00000017311,579.5207008564588,-3.725997450016361,0.7238582997232241,-5.147412762195365,2.6410376106087724e-07,9.330240562822733e-06,ENSSSCG00000017311,MAPT,True
ENSSSCG00000046740,9337.00433758068,2.679742331287539,0.5215880177622881,5.137660835814717,2.7817935694995133e-07,9.787875277198691e-06,ENSSSCG00000046740,ENSSSCG00000046740,True
ENSSSCG00000015106,400.5288295126223,-4.711246676489209,0.9176626602291562,-5.133963580159979,2.8370301853314575e-07,9.942138713735862e-06,ENSSSCG00000015106,HYOU1,True
ENSSSCG00000004710,184.77167651845625,5.746267180986963,1.1198392644035773,5.131332114924016,2.8769876482910325e-07,1.0041837687595021e-05,ENSSSCG00000004710,ADAL,True
ENSSSCG00000008803,47.503834133857666,6.194864857576518,1.20783716526749,5.128890744312038,2.9145442267027764e-07,1.0132395586537222e-05,ENSSSCG00000008803,ATP8A1,True
ENSSSCG00000011258,538.900447699315,19.276564928727534,3.7624065018020363,5.123466834191059,2.999684295910487e-07,1.0377863630484976e-05,ENSSSCG00000011258,EXOG,True
ENSSSCG00000004845,97.68677241361317,-5.172324929361923,1.009687765396338,-5.122697438382452,3.011954450985022e-07,1.0377863630484976e-05,ENSSSCG00000004845,FAN1,True
ENSSSCG00000040680,4968.219217846835,5.437030942052856,1.0614758812652936,5.122142705279222,3.020831265348595e-07,1.0377863630484976e-05,ENSSSCG00000040680,ENSSSCG00000040680,True
ENSSSCG00000002525,245.23289441405416,-4.280759229496774,0.8363927079460396,-5.118121175409566,3.085943218319969e-07,1.0559976675709822e-05,ENSSSCG00000002525,TRAF3,True
ENSSSCG00000016492,150.03644452486293,3.780612607975624,0.7393284438591725,5.113576569895581,3.161155312469735e-07,1.0775094240863635e-05,ENSSSCG00000016492,AGK,True
ENSSSCG00000014388,68.26165077102168,-6.649278248038406,1.3015513206787908,-5.108733049858261,3.2432619490086025e-07,1.1011946991069675e-05,ENSSSCG00000014388,HDAC3,True
ENSSSCG00000010465,2254.923352478542,-3.9496563585481597,0.7733609821566111,-5.107131662544007,3.270858500709027e-07,1.1062601270227507e-05,ENSSSCG00000010465,TNKS2,True
ENSSSCG00000011765,397.87280439737486,-3.517987443131266,0.6895137342909219,-5.102128163914056,3.358551717798885e-07,1.1315336791317786e-05,ENSSSCG00000011765,USP13,True
ENSSSCG00000000736,99.38329383300331,-7.387294940689196,1.450850536482468,-5.0916994927674715,3.548682289164406e-07,1.1909923713557157e-05,ENSSSCG00000000736,TEAD4,True
ENSSSCG00000003867,100.12360246243385,-6.159803319353278,1.210009805919855,-5.090705289508432,3.567341144001746e-07,1.1926673878375187e-05,ENSSSCG00000003867,TXNDC12,True
ENSSSCG00000035045,172.58883026471963,-9.770091310557612,1.9205510366349108,-5.087129227076545,3.635241443767073e-07,1.2107296503172318e-05,ENSSSCG00000035045,DOCK1,True
ENSSSCG00000009335,131.902189873741,-6.129858279977333,1.206256462224199,-5.081720572650509,3.7403135300201563e-07,1.2362869645059047e-05,ENSSSCG00000009335,B3GLCT,True
ENSSSCG00000033314,5072.095377426676,4.280257703897975,0.8421789422430912,5.082361347693847,3.7277140224364556e-07,1.2362869645059047e-05,ENSSSCG00000033314,DLX6,True
