gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,coefficient
ENSSSCG00000000437,7.155016315976204,-2.337551709967144,3.820718169203966,-0.6118095097430767,0.5406637971424127,0.9999642144719292,ENSSSCG00000000437,ARHGAP9,condition[T.PA]
ENSSSCG00000000449,1.0149035804314512,1.6262183907970296,7.280278327360091,0.22337310713596223,0.8232451329731576,0.9999642144719292,ENSSSCG00000000449,DTX3,condition[T.PA]
ENSSSCG00000000453,3059.7156782527536,0.9991917720472101,1.9576569587460921,0.510401869736773,,,ENSSSCG00000000453,ATP23,condition[T.PA]
ENSSSCG00000000455,73.2238605751029,-1.1354758375012022,2.0908888717581466,-0.5430589128088978,0.587089240635268,0.9999642144719292,ENSSSCG00000000455,LRIG3,condition[T.PA]
ENSSSCG00000000457,2713.244256829659,-0.04482041494258183,1.86704815478003,-0.024006030496766934,0.9808477984535755,0.9999642144719292,ENSSSCG00000000457,USP15,condition[T.PA]
ENSSSCG00000000458,8024.57203257439,-1.4855281208595605,1.5421779896284902,-0.9632663225970586,0.33541388933129934,0.9999642144719292,ENSSSCG00000000458,MON2,condition[T.PA]
ENSSSCG00000000462,1106.301985688601,0.09246171685004408,2.1240615684948607,0.04353061993187124,0.9652785564769445,0.9999642144719292,ENSSSCG00000000462,RXYLT1,condition[T.PA]
ENSSSCG00000000466,3423.0456408241985,-0.18240152807072993,1.6167432765054823,-0.11282034118922246,0.9101729913673153,0.9999642144719292,ENSSSCG00000000466,XPOT,condition[T.PA]
ENSSSCG00000000469,3534.8504001781166,-0.4954098911771617,1.940825777816644,-0.2552572708172081,0.798524399930966,0.9999642144719292,ENSSSCG00000000469,LEMD3,condition[T.PA]
ENSSSCG00000000473,116.60812926274427,-3.8369042613103894,3.964342624721328,-0.9678538472895246,0.33311736677883885,0.9999642144719292,ENSSSCG00000000473,TMBIM4,condition[T.PA]
ENSSSCG00000000475,384.21129147127186,-0.6537376877614459,1.6150900384401075,-0.4047685715360126,0.685647632603616,0.9999642144719292,ENSSSCG00000000475,IRAK3,condition[T.PA]
ENSSSCG00000000477,10001.902234171794,-0.38480914220951556,1.7919161797549312,-0.21474728927451475,0.8299643510735054,0.9999642144719292,ENSSSCG00000000477,HELB,condition[T.PA]
ENSSSCG00000000478,5184.157566504435,0.09101104604119846,1.4551903063471252,0.06254236689471764,0.9501309240537902,0.9999642144719292,ENSSSCG00000000478,GRIP1,condition[T.PA]
ENSSSCG00000000483,759.6596856571629,-2.4091040695064274,1.9898424323906998,-1.2107009229931864,0.226010048543963,0.9999642144719292,ENSSSCG00000000483,MDM1,condition[T.PA]
ENSSSCG00000000486,12068.447102322858,0.6883925264008008,1.5344109755388575,0.44863634148540277,0.6536940133473028,0.9999642144719292,ENSSSCG00000000486,NUP107,condition[T.PA]
ENSSSCG00000000487,197.33811088303332,0.405131673839441,2.0012434431254786,0.20243997562171606,0.8395727792711957,0.9999642144719292,ENSSSCG00000000487,SLC35E3,condition[T.PA]
ENSSSCG00000000488,3205.048047738846,-6.2907780442784444,2.1091500003786177,-2.9826129213897423,0.0028579919710461843,0.474232905026138,ENSSSCG00000000488,MDM2,condition[T.PA]
ENSSSCG00000000493,254.4780261278323,0.4098894254921767,2.3579302150418786,0.17383441752320763,,,ENSSSCG00000000493,FRS2,condition[T.PA]
ENSSSCG00000000496,4071.8787660532594,0.11488335762679734,1.6480671801857014,0.06970793363766425,0.9444261270157239,0.9999642144719292,ENSSSCG00000000496,CCT2,condition[T.PA]
ENSSSCG00000000500,898.6282593577208,1.258686708653725,2.2606053382060463,0.5567918855100041,0.5776696286135647,0.9999642144719292,ENSSSCG00000000500,RAB3IP,condition[T.PA]
ENSSSCG00000000502,1297.8223361150074,0.40679525896912994,2.461793882203189,0.16524342753060522,0.8687523848396971,0.9999642144719292,ENSSSCG00000000502,CNOT2,condition[T.PA]
ENSSSCG00000000504,2469.861762831463,-0.3616370322898914,2.4288959086972395,-0.14888947319436951,0.8816408478008513,0.9999642144719292,ENSSSCG00000000504,PTPRB,condition[T.PA]
ENSSSCG00000000509,1287.994092950287,-0.22054401939586596,2.013717566227495,-0.10952083007799045,0.9127894011319265,0.9999642144719292,ENSSSCG00000000509,ZFC3H1,condition[T.PA]
ENSSSCG00000000510,14.305044241075208,-6.638947600719737,6.187215807333978,-1.0730105119091373,0.28326639972361856,0.9999642144719292,ENSSSCG00000000510,TMEM19,condition[T.PA]
ENSSSCG00000000512,2227.464774026187,-0.08620219692505483,1.601204044343509,-0.05383586010138864,0.9570659387057224,0.9999642144719292,ENSSSCG00000000512,TBC1D15,condition[T.PA]
ENSSSCG00000000515,15.413429898504226,-2.7371769146626246,2.584490242251874,-1.0590780610870925,,,ENSSSCG00000000515,TRHDE,condition[T.PA]
ENSSSCG00000000517,138.78912947330863,-1.9007958295842113,2.804666428090658,-0.6777261675564829,0.49794533177044364,0.9999642144719292,ENSSSCG00000000517,CAPS2,condition[T.PA]
ENSSSCG00000000519,498.02947069431787,0.4592492338779628,1.9158883896582872,0.2397056302219532,,,ENSSSCG00000000519,GLIPR1,condition[T.PA]
ENSSSCG00000000522,41811.11963857205,0.6420187353196684,1.4982660800037673,0.42850782240098106,0.6682814396685575,0.9999642144719292,ENSSSCG00000000522,NAP1L1,condition[T.PA]
ENSSSCG00000000528,10.90989328239318,2.918360069215265,6.779869262518883,0.43044488856869567,,,ENSSSCG00000000528,PKP2,condition[T.PA]
ENSSSCG00000000530,166.39772613312766,1.7246610349604263,1.8758199638138602,0.919417144625062,,,ENSSSCG00000000530,FGD4,condition[T.PA]
