gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,coefficient
ENSSSCG00000016085,4.728092067751443,3.575104503560408,6.867357586459487,0.520593905086509,,,ENSSSCG00000016085,ENSSSCG00000016085,condition[T.PA]
ENSSSCG00000016086,1579.0354921524715,-1.8547390647236626,2.3851371798935537,-0.7776236437714823,0.43679091816513527,0.9999642144719292,ENSSSCG00000016086,C2orf69,condition[T.PA]
ENSSSCG00000016087,101.15881143975,-11.191804666217912,3.4116514377300313,-3.2804654492090983,0.0010363595749081098,0.2254657830744532,ENSSSCG00000016087,TYW5,condition[T.PA]
ENSSSCG00000016090,27.004181514825262,-9.611868966580504,4.311975593018497,-2.2291102440707324,0.025806570484601266,0.9999642144719292,ENSSSCG00000016090,SPATS2L,condition[T.PA]
ENSSSCG00000016092,11976.320085086287,0.8445197674169659,1.3119521839600536,0.6437123073097303,0.5197620076559525,0.9999642144719292,ENSSSCG00000016092,SGO2,condition[T.PA]
ENSSSCG00000016094,24915.687380271782,-0.2586255309401884,1.3467309744171363,-0.1920394910736506,0.847711271684366,0.9999642144719292,ENSSSCG00000016094,BZW1,condition[T.PA]
ENSSSCG00000016095,1272.332821798068,-4.084850124459289,2.705755866698348,-1.5096890945463446,0.13112277527171934,0.9999642144719292,ENSSSCG00000016095,CLK1,condition[T.PA]
ENSSSCG00000016096,66.75481711464558,-8.440831087263735,7.404092127785104,-1.140022428352572,0.2542769572439342,0.9999642144719292,ENSSSCG00000016096,PPIL3,condition[T.PA]
ENSSSCG00000016098,8886.237926201855,-0.12950861661745677,2.010840318363203,-0.06440522175469161,0.9486475723025041,0.9999642144719292,ENSSSCG00000016098,ORC2,condition[T.PA]
ENSSSCG00000016100,591.7955362257924,-4.810764366379486,5.3949369710791535,-0.8917183633782444,0.3725439082480375,0.9999642144719292,ENSSSCG00000016100,ENSSSCG00000016100,condition[T.PA]
ENSSSCG00000016101,411.38628995461903,1.6616816656633897,2.0340102360350087,0.816948526720585,0.4139578443191032,0.9999642144719292,ENSSSCG00000016101,CFLAR,condition[T.PA]
ENSSSCG00000016104,331.7272600986801,-4.90963593371534,2.693127579831452,-1.8230238962621323,0.06829977172314705,0.9999642144719292,ENSSSCG00000016104,TRAK2,condition[T.PA]
ENSSSCG00000016107,122.15354587025799,-1.386462402102671,1.942412772860789,-0.7137836105045205,0.47536099574542234,0.9999642144719292,ENSSSCG00000016107,ENSSSCG00000016107,condition[T.PA]
ENSSSCG00000016109,514.2195897726609,-2.19453393810797,1.7341976273619948,-1.2654462810252045,,,ENSSSCG00000016109,ALS2,condition[T.PA]
ENSSSCG00000016110,2.4456709439725524,-1.532950508147002,6.715610603401919,-0.22826673532417993,0.8194388832826636,0.9999642144719292,ENSSSCG00000016110,KIAA2012,condition[T.PA]
ENSSSCG00000016111,2585.177715106964,-1.3193419185956732,2.531025859433414,-0.5212676566216577,0.6021803287895025,0.9999642144719292,ENSSSCG00000016111,FZD7,condition[T.PA]
ENSSSCG00000016113,4396.108704551671,-0.4719657654888085,1.7795972194472927,-0.26520931833968114,0.7908482168620455,0.9999642144719292,ENSSSCG00000016113,BMPR2,condition[T.PA]
ENSSSCG00000016114,12118.966542767232,-0.5995172281048521,1.580463287849332,-0.37933005639167044,0.7044427827597202,0.9999642144719292,ENSSSCG00000016114,FAM117B,condition[T.PA]
ENSSSCG00000016115,1542.3124041951946,-1.4598972975479119,1.7342659755677219,-0.841795502025003,0.39990243009483506,0.9999642144719292,ENSSSCG00000016115,ICA1L,condition[T.PA]
ENSSSCG00000016116,12775.228962749963,0.637763352456846,2.1297450422067854,0.29945525864260847,0.7645927049882308,0.9999642144719292,ENSSSCG00000016116,WDR12,condition[T.PA]
ENSSSCG00000016117,1887.827578474092,-2.287344006005713,1.9564036370621134,-1.1691575105843521,0.2423401765151736,0.9999642144719292,ENSSSCG00000016117,CARF,condition[T.PA]
ENSSSCG00000016118,8658.427265694927,-1.1523569467281327,1.6630953048780035,-0.6928989236805427,0.48837298519149364,0.9999642144719292,ENSSSCG00000016118,NBEAL1,condition[T.PA]
ENSSSCG00000016119,1493.332094000606,0.1130033019371275,1.9206541179019434,0.05883584185400775,,,ENSSSCG00000016119,ENSSSCG00000016119,condition[T.PA]
ENSSSCG00000016123,1710.3563991212218,-1.491523754787773,1.886712133492839,-0.7905412427843669,0.42921174603285484,0.9999642144719292,ENSSSCG00000016123,PARD3B,condition[T.PA]
ENSSSCG00000016125,758.8882070190459,0.12957616037566447,1.8233339282345973,0.07106551266839187,0.9433456156514418,0.9999642144719292,ENSSSCG00000016125,INO80D,condition[T.PA]
ENSSSCG00000016127,1190.581753322828,-9.469591631025702,4.7094034115969245,-2.010783703028455,0.04434830824499152,0.9999642144719292,ENSSSCG00000016127,NDUFS1,condition[T.PA]
ENSSSCG00000016128,79439.82010820352,0.4105576216899827,1.7980339735190727,0.2283369656728167,0.8193842890464097,0.9999642144719292,ENSSSCG00000016128,EEF1B2,condition[T.PA]
ENSSSCG00000016134,880.6050741488905,0.0481943154608343,2.1062342436969708,0.022881745278360476,0.9817446017415317,0.9999642144719292,ENSSSCG00000016134,FASTKD2,condition[T.PA]
ENSSSCG00000016135,19.177518549251335,-9.250909840751065,6.0968508243003745,-1.5173259289663898,0.12918441486581492,0.9999642144719292,ENSSSCG00000016135,CPO,condition[T.PA]
ENSSSCG00000016138,14964.413423579066,0.4118574869423138,2.275088893548288,0.18102918444648997,0.8563446685817641,0.9999642144719292,ENSSSCG00000016138,ATF1,condition[T.PA]
ENSSSCG00000016140,295.3347922311333,-0.27369092931260264,1.9185815798224026,-0.1426527452316817,0.8865644387542436,0.9999642144719292,ENSSSCG00000016140,FZD5,condition[T.PA]
ENSSSCG00000016141,353.0748338243586,0.6407214075777314,1.9348414313055917,0.33114931136521386,0.7405317057506138,0.9999642144719292,ENSSSCG00000016141,PLEKHM3,condition[T.PA]
ENSSSCG00000016147,199.94377247873746,-0.6783248784626474,2.371079537040266,-0.2860827179628804,0.774814767709126,0.9999642144719292,ENSSSCG00000016147,PIKFYVE,condition[T.PA]
ENSSSCG00000016151,156.1497113936072,2.4244240066455913,2.4022342783357407,1.009237120837866,0.31286092793385833,0.9999642144719292,ENSSSCG00000016151,MAP2,condition[T.PA]
ENSSSCG00000016153,3239.7339739120544,0.5556324921056867,2.2620077576647626,0.24563686407481955,0.8059633499380334,0.9999642144719292,ENSSSCG00000016153,UNC80,condition[T.PA]
ENSSSCG00000016158,308.0452643331551,1.7732837471091862,1.9202218169120004,0.9234785958014412,0.3557578497147912,0.9999642144719292,ENSSSCG00000016158,LANCL1,condition[T.PA]
ENSSSCG00000016159,1.6909493017593076,-5.942259044435451,7.745754136221677,-0.7671633955753263,,,ENSSSCG00000016159,CPS1,condition[T.PA]
ENSSSCG00000016160,7.149983807045414,1.2069368097419917,4.138502105771366,0.2916361473052902,0.7705648347005957,0.9999642144719292,ENSSSCG00000016160,ERBB4,condition[T.PA]
ENSSSCG00000016164,90.21334589269001,-7.329996017815629,3.2572041343488918,-2.2503950368099606,0.02442387979029918,0.9999642144719292,ENSSSCG00000016164,IKZF2,condition[T.PA]
ENSSSCG00000016166,1895.494097869076,0.41525296731914346,1.7912657328890822,0.2318209742389219,0.8166770656847611,0.9999642144719292,ENSSSCG00000016166,SPAG16,condition[T.PA]
ENSSSCG00000016168,24.802932534672458,3.4658395854245914,3.7834560335687013,0.9160512385168325,0.359640021189799,0.9999642144719292,ENSSSCG00000016168,VWC2L,condition[T.PA]
ENSSSCG00000016170,3980.510809592064,0.3702779146151417,1.3106717167086355,0.2825100365673452,0.7775524518213615,0.9999642144719292,ENSSSCG00000016170,BARD1,condition[T.PA]
ENSSSCG00000016173,108.80067086232951,1.3582897590495764,2.7694754864640245,0.49045018296363263,0.6238153733755012,0.9999642144719292,ENSSSCG00000016173,ATIC,condition[T.PA]
ENSSSCG00000016174,35.48744827400565,-7.499275596953753,4.056336036741231,-1.8487806555046908,0.06448949173272524,0.9999642144719292,ENSSSCG00000016174,FN1,condition[T.PA]
ENSSSCG00000016177,15162.362099065507,-0.14535114725356788,1.9185786496143447,-0.07575980650195656,0.9396101939483639,0.9999642144719292,ENSSSCG00000016177,XRCC5,condition[T.PA]
ENSSSCG00000016185,24140.17914754662,-0.6420429044793372,2.0844132005335427,-0.3080209357314542,0.7580664019143534,0.9999642144719292,ENSSSCG00000016185,ARPC2,condition[T.PA]
ENSSSCG00000016189,11.456305985850106,-0.9099913122055127,3.508098649798037,-0.2593972983792521,0.7953287139794372,0.9999642144719292,ENSSSCG00000016189,AAMP,condition[T.PA]
ENSSSCG00000016191,1223.721305520227,-2.8931559237072397,2.666290045993335,-1.085086721174547,0.277883247981792,0.9999642144719292,ENSSSCG00000016191,ENSSSCG00000016191,condition[T.PA]
ENSSSCG00000016192,1288.0935118798989,-9.45775694181244,5.2356164797000515,-1.8064266125073918,0.07085172778074847,0.9999642144719292,ENSSSCG00000016192,PLCD4,condition[T.PA]
ENSSSCG00000016193,9432.143068163217,1.625709325119254,2.106787334170669,0.7716532650217446,0.44031981762081174,0.9999642144719292,ENSSSCG00000016193,CNOT9,condition[T.PA]
ENSSSCG00000016194,16710.966804134223,-0.35395870194815343,1.694324999970986,-0.2089083864985848,0.8345197571322961,0.9999642144719292,ENSSSCG00000016194,USP37,condition[T.PA]
ENSSSCG00000016201,1083.867816995023,3.325988111150089,2.8381323646837275,1.1718932325133913,0.2412399244535014,0.9999642144719292,ENSSSCG00000016201,TTLL4,condition[T.PA]
ENSSSCG00000016205,27.183328766211535,-4.528097967870193,3.571218704093595,-1.2679419388904276,,,ENSSSCG00000016205,NHEJ1,condition[T.PA]
ENSSSCG00000016206,67.94320643091487,-6.208516824476131,14.103427937746744,-0.44021331919309575,0.6597826139310652,0.9999642144719292,ENSSSCG00000016206,CNPPD1,condition[T.PA]
ENSSSCG00000016207,3.585867507404679,1.787802710879076,6.19864873190417,0.2884181356619443,0.7730266870336799,0.9999642144719292,ENSSSCG00000016207,RETREG2,condition[T.PA]
ENSSSCG00000016211,6.435411786254452,-6.578974688613746,5.8727279301092565,-1.1202587225067226,0.26260352649138485,0.9999642144719292,ENSSSCG00000016211,ATG9A,condition[T.PA]
ENSSSCG00000016212,2.6513517164257756,3.589112783567988,7.9513821352028,0.45138225311522495,,,ENSSSCG00000016212,ANKZF1,condition[T.PA]
ENSSSCG00000016213,3.7906578139947453,-3.8554862683776343,8.259773967298408,-0.46677866532934686,0.6406582413658465,0.9999642144719292,ENSSSCG00000016213,GLB1L,condition[T.PA]
ENSSSCG00000016214,13.811183877618635,1.992120864692162,5.167368121813549,0.3855194400187234,,,ENSSSCG00000016214,STK16,condition[T.PA]
ENSSSCG00000016216,4.521900960963621,-8.56071734627049,6.082315969358352,-1.4074765910547713,0.1592861138746624,0.9999642144719292,ENSSSCG00000016216,TUBA4A,condition[T.PA]
ENSSSCG00000016217,12.28773254454986,-1.7054840612030024,3.1697272142809068,-0.5380538910475025,0.590539843839061,0.9999642144719292,ENSSSCG00000016217,DNAJB2,condition[T.PA]
ENSSSCG00000016220,1099.2924562428182,-33.28998240703159,4.82811840505227,-6.895021955591659,5.3856484585738e-12,3.1014999064375e-09,ENSSSCG00000016220,DNPEP,condition[T.PA]
ENSSSCG00000016223,54236.72938052271,-0.21090102033178146,1.3583824485153746,-0.1552589409280743,0.8766171834308182,0.9999642144719292,ENSSSCG00000016223,ACSL3,condition[T.PA]
ENSSSCG00000016224,6.0187190273792215,4.655106985823012,5.5167515256081066,0.8438130599528648,0.3987738763923432,0.9999642144719292,ENSSSCG00000016224,ENSSSCG00000016224,condition[T.PA]
ENSSSCG00000016226,10940.016576913107,-0.5928714266653564,1.7461725280958995,-0.3395262593621539,0.7342133185587241,0.9999642144719292,ENSSSCG00000016226,ENSSSCG00000016226,condition[T.PA]
ENSSSCG00000016232,366.68152386216923,-0.17591613111691065,2.2321514207486532,-0.07881012438569655,0.9371836510024609,0.9999642144719292,ENSSSCG00000016232,MRPL44,condition[T.PA]
ENSSSCG00000016233,17.382226912242395,-0.10354615098789229,3.1709022015237704,-0.032655107097952565,0.9739496241266282,0.9999642144719292,ENSSSCG00000016233,SERPINE2,condition[T.PA]
ENSSSCG00000016234,7186.8197858190215,-0.6082838617713515,1.6585383143656687,-0.3667590049036632,0.7137987892071057,0.9999642144719292,ENSSSCG00000016234,CUL3,condition[T.PA]
ENSSSCG00000016243,147.37487571037076,1.0298501898488477,1.931672370375664,0.5331391625426452,0.5939372512816299,0.9999642144719292,ENSSSCG00000016243,RHBDD1,condition[T.PA]
ENSSSCG00000016248,6619.964473432436,-0.6736086131920723,1.5066366141018004,-0.44709428065615686,0.6548069883608071,0.9999642144719292,ENSSSCG00000016248,AGFG1,condition[T.PA]
ENSSSCG00000016260,1.6529539671968125,-3.854800611857835,8.259857670971751,-0.46669092439752996,0.6407210238725267,0.9999642144719292,ENSSSCG00000016260,SLC16A14,condition[T.PA]
ENSSSCG00000016266,42048.12985257403,0.6715527989707636,1.4567714388280062,0.4609870711846448,0.6448078809102133,0.9999642144719292,ENSSSCG00000016266,CAB39,condition[T.PA]
ENSSSCG00000016267,12.903669277821992,-5.44781214289882,6.620956611800943,-0.8228134486169031,0.4106140876515746,0.9999642144719292,ENSSSCG00000016267,ITM2C,condition[T.PA]
ENSSSCG00000016272,12050.893222402678,-0.3239314047819194,1.7797260138429618,-0.18201195142529517,0.8555733466856426,0.9999642144719292,ENSSSCG00000016272,PSMD1,condition[T.PA]
ENSSSCG00000016275,7300.554093133973,-0.6394843427682705,1.5235727807666437,-0.4197268097993255,0.6746850375095743,0.9999642144719292,ENSSSCG00000016275,NCL,condition[T.PA]
ENSSSCG00000016279,140.67741374655512,4.919392081686483,2.386366289829326,2.061457246799409,0.03925943820550721,0.9999642144719292,ENSSSCG00000016279,PDE6D,condition[T.PA]
ENSSSCG00000016290,988.2075208824984,-22.44836645201632,171.7945485551091,-0.13066984162664055,0.896036490640564,0.9999642144719292,ENSSSCG00000016290,EFHD1,condition[T.PA]
ENSSSCG00000016291,168.0744742453767,0.9003843639722546,2.0314137231348997,0.4432304230881987,,,ENSSSCG00000016291,GIGYF2,condition[T.PA]
ENSSSCG00000016300,2287.636813924739,0.7508494267728688,2.1299203668242224,0.35252464761976465,0.7244448372197176,0.9999642144719292,ENSSSCG00000016300,ATG16L1,condition[T.PA]
ENSSSCG00000016306,3028.832665057911,0.7464560869987596,1.7090496231475778,0.4367667719466227,0.6622804990447576,0.9999642144719292,ENSSSCG00000016306,USP40,condition[T.PA]
ENSSSCG00000016313,48.34107883622441,-2.8792076575432626,3.207183973911614,-0.8977369807793291,0.36932578898839374,0.9999642144719292,ENSSSCG00000016313,HJURP,condition[T.PA]
ENSSSCG00000016317,3.3857912482660177,-6.259179316880999,7.064994285834452,-0.8859425873041202,0.3756484657104544,0.9999642144719292,ENSSSCG00000016317,AGAP1,condition[T.PA]
ENSSSCG00000016323,707.4908013786857,2.8256065642557973,2.162504201757762,1.306636334837658,0.19133625029352064,0.9999642144719292,ENSSSCG00000016323,COPS8,condition[T.PA]
ENSSSCG00000016332,101.74395917527127,-1.6298175313744994,2.2281980374500336,-0.7314509320902529,0.46450376520105463,0.9999642144719292,ENSSSCG00000016332,RBM44,condition[T.PA]
ENSSSCG00000016339,9.164419660972808,1.191927685861482,3.9369071797710573,0.30275737563383354,0.7620747690282988,0.9999642144719292,ENSSSCG00000016339,ILKAP,condition[T.PA]
ENSSSCG00000016346,5166.871475762975,-1.425285916510953,2.2158811206730626,-0.6432140710138953,0.5200852042077058,0.9999642144719292,ENSSSCG00000016346,MAD2L1BP,condition[T.PA]
ENSSSCG00000016370,8676.362261084087,-0.10103560573621784,1.7589609051901092,-0.0574405067435526,0.9541942965350924,0.9999642144719292,ENSSSCG00000016370,SEPTIN2,condition[T.PA]
ENSSSCG00000016372,4.68055288517718,-5.897932160422703,8.010657466741318,-0.7362606858313144,,,ENSSSCG00000016372,STK25,condition[T.PA]
ENSSSCG00000016374,2.355438599025472,-3.6900792939256335,7.8460467541523515,-0.47031064299645403,0.6381330946788162,0.9999642144719292,ENSSSCG00000016374,THAP4,condition[T.PA]
ENSSSCG00000016376,23.786390319748318,-2.765608689447111,2.484392358018188,-1.1131932041737764,,,ENSSSCG00000016376,PPP1R7,condition[T.PA]
ENSSSCG00000016379,128.4056656663303,-0.6593432260101102,2.029491736142403,-0.3248809612121752,,,ENSSSCG00000016379,HDLBP,condition[T.PA]
ENSSSCG00000016384,20.398911736870335,-1.51266653422545,3.966905971574144,-0.3813214996939277,0.7029647022240673,0.9999642144719292,ENSSSCG00000016384,ENSSSCG00000016384,condition[T.PA]
ENSSSCG00000016385,18.392570221498346,-3.010050119540047,3.4063992191168952,-0.8836457285004893,0.3768874856559906,0.9999642144719292,ENSSSCG00000016385,ENSSSCG00000016385,condition[T.PA]
ENSSSCG00000016395,14243.937478721075,-0.7848437257676593,1.849990665920719,-0.42424199225732395,0.6713893390226575,0.9999642144719292,ENSSSCG00000016395,RIF1,condition[T.PA]
ENSSSCG00000016397,1592.8301032093157,0.14334828151794687,1.7637473504793417,0.08127483875680293,0.9352233835418622,0.9999642144719292,ENSSSCG00000016397,NEB,condition[T.PA]
ENSSSCG00000016399,3578.829325353248,0.9042958011479028,1.837586735891793,0.49211054013678546,0.6226412015060416,0.9999642144719292,ENSSSCG00000016399,STAM2,condition[T.PA]
ENSSSCG00000016401,5.868654690197489,-6.897761954331602,5.131008645344072,-1.3443286556514964,0.1788421331284219,0.9999642144719292,ENSSSCG00000016401,KIF1A,condition[T.PA]
ENSSSCG00000016406,17.036257219018506,-0.08521446649156052,2.7332815447963776,-0.031176615030307383,0.9751286893493887,0.9999642144719292,ENSSSCG00000016406,ESYT2,condition[T.PA]
ENSSSCG00000016409,13.40865384205305,-3.085227889836346,3.498266522700128,-0.8819304846604485,0.37781440052834603,0.9999642144719292,ENSSSCG00000016409,UBE3C,condition[T.PA]
ENSSSCG00000016411,352.8137713699381,-5.167360961260314,2.1011916581274996,-2.459252558553019,,,ENSSSCG00000016411,NOM1,condition[T.PA]
ENSSSCG00000016412,56.50747820707563,2.586228061613831,2.2459172100187503,1.1515242191818102,0.24951663737995888,0.9999642144719292,ENSSSCG00000016412,LMBR1,condition[T.PA]
ENSSSCG00000016420,33.78816417995164,-1.722558336451085,2.8345227448003607,-0.6077066552423827,0.5433820482498526,0.9999642144719292,ENSSSCG00000016420,INSIG1,condition[T.PA]
ENSSSCG00000016426,265.373013422181,-1.025660762972051,1.9080928550034277,-0.5375318922674801,0.5909002614151706,0.9999642144719292,ENSSSCG00000016426,ENSSSCG00000016426,condition[T.PA]
ENSSSCG00000016430,637.9640461100705,0.2914883144076672,1.5708843022000245,0.1855568319063585,0.8527923086982803,0.9999642144719292,ENSSSCG00000016430,GALNT11,condition[T.PA]
ENSSSCG00000016431,11.316866001057214,-8.004714154104342,5.446549397792941,-1.469685404367768,0.14164697754789612,0.9999642144719292,ENSSSCG00000016431,GALNTL5,condition[T.PA]
ENSSSCG00000016432,45.368812064852435,-2.451012522753786,2.898311323598312,-0.8456691670068089,0.3977373282027068,0.9999642144719292,ENSSSCG00000016432,PRKAG2,condition[T.PA]
ENSSSCG00000016434,6167.226536707347,0.17491332592177877,1.6888772676079995,0.10356781352709724,0.9175123313490682,0.9999642144719292,ENSSSCG00000016434,RHEB,condition[T.PA]
ENSSSCG00000016436,271.1913934443493,6.704182904949919,3.087412109044952,2.1714570870889554,,,ENSSSCG00000016436,CHPF2,condition[T.PA]
ENSSSCG00000016438,14864.799174473752,0.3685337204757852,1.7023894705990605,0.21648026308932727,0.8286134081929881,0.9999642144719292,ENSSSCG00000016438,NUB1,condition[T.PA]
ENSSSCG00000016441,2913.918083171363,-0.023490750213009223,2.095932479109062,-0.011207780044037802,0.9910576725564634,0.9999642144719292,ENSSSCG00000016441,ABCF2,condition[T.PA]
ENSSSCG00000016444,1.2866403844531173,0.0003445504144158575,7.682196429910136,4.485050825755674e-05,0.9999642144719292,0.9999642144719292,ENSSSCG00000016444,TMEM176B,condition[T.PA]
ENSSSCG00000016451,48.242222717784855,1.711956240192001,2.017893849018252,0.8483876597497454,0.39622211284083664,0.9999642144719292,ENSSSCG00000016451,ENSSSCG00000016451,condition[T.PA]
ENSSSCG00000016452,8.346218877396577,0.1425249645010734,5.65804907945018,0.02518977168627234,0.9799035953810218,0.9999642144719292,ENSSSCG00000016452,GIMAP8,condition[T.PA]
ENSSSCG00000016453,50.026578643015604,0.311823240407372,2.598260530647217,0.12001230697588977,0.9044733988667976,0.9999642144719292,ENSSSCG00000016453,TCAF1,condition[T.PA]
ENSSSCG00000016461,30.580252365158067,-4.507561004546418,2.8950199385187414,-1.557005167588844,0.1194692585174877,0.9999642144719292,ENSSSCG00000016461,ZYX,condition[T.PA]
ENSSSCG00000016464,114.71468433466163,-2.178015337442653,2.5883541384442132,-0.841467288070479,0.400086203340955,0.9999642144719292,ENSSSCG00000016464,CASP2,condition[T.PA]
ENSSSCG00000016475,1169.5195049692884,1.7697765012806594,2.1928975989181834,0.8070493132710523,0.41963807268856834,0.9999642144719292,ENSSSCG00000016475,ENSSSCG00000016475,condition[T.PA]
ENSSSCG00000016478,15.684843705975485,-1.0593043871863694,4.329614002824564,-0.24466485615006278,0.8067159418232108,0.9999642144719292,ENSSSCG00000016478,PRSS2,condition[T.PA]
ENSSSCG00000016487,4735.4466298167845,1.0811441902004881,1.5973332438172765,0.6768432287910007,0.498505427210857,0.9999642144719292,ENSSSCG00000016487,MGAM2,condition[T.PA]
ENSSSCG00000016488,1403.3394458883788,-1.699092968014258,2.3830474196091176,-0.7129916736163622,0.47585090950393105,0.9999642144719292,ENSSSCG00000016488,SSBP1,condition[T.PA]
ENSSSCG00000016489,20409.02146636465,-0.04971099068205804,1.1532732576915639,-0.04310426028742006,0.9656184232393027,0.9999642144719292,ENSSSCG00000016489,WEE2,condition[T.PA]
ENSSSCG00000016491,28384.318940816935,0.1558510050380491,1.46265965176969,0.1065531580429412,0.9151434814015765,0.9999642144719292,ENSSSCG00000016491,DENND11,condition[T.PA]
ENSSSCG00000016492,150.03644452486293,0.2012300875151883,1.7901007271116942,0.1124127176015791,0.910496172054038,0.9999642144719292,ENSSSCG00000016492,AGK,condition[T.PA]
ENSSSCG00000016494,3766.189489020204,0.6147982700037699,1.7906264026555565,0.34334256944497427,0.7313407592130308,0.9999642144719292,ENSSSCG00000016494,BRAF,condition[T.PA]
ENSSSCG00000016496,6.058650262880819,3.1618028330046086,5.355271932559988,0.5904093896298499,0.554916217043805,0.9999642144719292,ENSSSCG00000016496,ADCK2,condition[T.PA]
ENSSSCG00000016497,10.71008167993993,-5.366771528761,3.7737975608614005,-1.422114313820265,0.1549930681033892,0.9999642144719292,ENSSSCG00000016497,DENND2A,condition[T.PA]
ENSSSCG00000016498,48807.75898101765,0.8966893746699857,1.7942058759306339,0.49976950064600767,0.6172373884642672,0.9999642144719292,ENSSSCG00000016498,MKRN1,condition[T.PA]
ENSSSCG00000016501,472.9295823161837,1.8173930485178804,1.8945615501204705,0.959268411418102,0.33742354448251033,0.9999642144719292,ENSSSCG00000016501,KDM7A,condition[T.PA]
ENSSSCG00000016502,2741.984665266718,0.3482320643464362,1.797022036842869,0.19378285697499517,0.8463459107211543,0.9999642144719292,ENSSSCG00000016502,PARP12,condition[T.PA]
ENSSSCG00000016509,8007.559498729658,-1.4558030369347894,2.1563649646065723,-0.6751190363549613,0.4996001400944655,0.9999642144719292,ENSSSCG00000016509,LUC7L2,condition[T.PA]
ENSSSCG00000016510,10785.872331229803,0.6219608915577947,1.8570687211652346,0.3349153881432776,0.7376889137554771,0.9999642144719292,ENSSSCG00000016510,UBN2,condition[T.PA]
ENSSSCG00000016511,98.3025627199697,-5.914752815073586,4.596238008558363,-1.28686826140424,,,ENSSSCG00000016511,TTC26,condition[T.PA]
ENSSSCG00000016512,18.23114201229503,-1.5705249558076002,4.926852534199836,-0.31876841145655826,0.7499021336222641,0.9999642144719292,ENSSSCG00000016512,ZC3HAV1,condition[T.PA]
ENSSSCG00000016513,15.356314648551223,-4.338294905972287,3.8797884972306824,-1.118178196844719,0.2634908943118469,0.9999642144719292,ENSSSCG00000016513,KIAA1549,condition[T.PA]
ENSSSCG00000016516,70.4500980863467,-0.09631046148439294,3.9723236918595286,-0.024245370960519076,0.9806568879609855,0.9999642144719292,ENSSSCG00000016516,ATP6V0A4,condition[T.PA]
ENSSSCG00000016517,130.149247677958,-0.13182818710064967,2.5099252409134967,-0.05252275444374204,0.9581121649310328,0.9999642144719292,ENSSSCG00000016517,SVOPL,condition[T.PA]
ENSSSCG00000016518,2476.4569170068753,1.3452366126238555,2.0412008845784615,0.6590417546784804,0.5098689562216726,0.9999642144719292,ENSSSCG00000016518,TRIM24,condition[T.PA]
ENSSSCG00000016520,45.48267025695668,-11.532595579691044,3.4455110426806206,-3.3471364441539104,0.0008165101060170283,0.1949666814123587,ENSSSCG00000016520,CREB3L2,condition[T.PA]
ENSSSCG00000016521,61.36984049244335,-0.42955924594369244,2.1846331076467513,-0.19662763712594566,0.8441189414992042,0.9999642144719292,ENSSSCG00000016521,DGKI,condition[T.PA]
ENSSSCG00000016522,8.438719906470586,-4.594472421655802,4.03834447768618,-1.137711863621962,0.25524081793332176,0.9999642144719292,ENSSSCG00000016522,PTN,condition[T.PA]
ENSSSCG00000016532,171.18364876990205,0.21632175513578766,2.1693143594093485,0.0997189523028312,0.9205674537771825,0.9999642144719292,ENSSSCG00000016532,WDR91,condition[T.PA]
ENSSSCG00000016535,91.01240588431544,-3.024153279746162,2.647798667433339,-1.1421386818196584,0.2533963789367506,0.9999642144719292,ENSSSCG00000016535,CALD1,condition[T.PA]
ENSSSCG00000016541,9.303699655171368,-2.841029599934751,4.173729976272648,-0.6806931967534551,,,ENSSSCG00000016541,SLC35B4,condition[T.PA]
ENSSSCG00000016543,2801.807434465894,-0.020566685031374186,1.5842681585629372,-0.012981820609226835,0.989642296692197,0.9999642144719292,ENSSSCG00000016543,ENSSSCG00000016543,condition[T.PA]
ENSSSCG00000016545,2883.9505981508482,-1.6405097749498299,1.7237139095791225,-0.9517297306897009,0.3412340672951768,0.9999642144719292,ENSSSCG00000016545,CHCHD3,condition[T.PA]
ENSSSCG00000016548,1326.3269766714777,3.378776485899319,2.352304641814672,1.4363685833195403,0.1508974879058652,0.9999642144719292,ENSSSCG00000016548,ENSSSCG00000016548,condition[T.PA]
ENSSSCG00000016549,1305.8242744704503,0.40009921334339055,1.5886232838013428,0.25185279444350817,0.801154848168977,0.9999642144719292,ENSSSCG00000016549,MKLN1,condition[T.PA]
ENSSSCG00000016553,1155.6506015394884,-0.1758731458226886,1.7329227946539927,-0.10148931410288514,0.919162039870668,0.9999642144719292,ENSSSCG00000016553,COPG2,condition[T.PA]
ENSSSCG00000016554,5445.227346053357,-0.9117958525076288,2.03697363670063,-0.44762280477252625,0.6544254420475393,0.9999642144719292,ENSSSCG00000016554,MEST,condition[T.PA]
ENSSSCG00000016556,9.882514917963464,-3.5848978424960873,4.744660435736679,-0.7555646797175863,,,ENSSSCG00000016556,CEP41,condition[T.PA]
ENSSSCG00000016562,20.376439125579427,-1.4683195970570035,3.8753282797565927,-0.37888908785534625,0.7047702277699486,0.9999642144719292,ENSSSCG00000016562,SSMEM1,condition[T.PA]
ENSSSCG00000016563,10890.067593732274,0.23071043610832076,1.623816923899995,0.14207909322327605,0.8870175318264466,0.9999642144719292,ENSSSCG00000016563,TMEM209,condition[T.PA]
ENSSSCG00000016564,17404.651143823725,0.4986411551049135,1.5802611855455877,0.31554350614057314,0.7523490237849693,0.9999642144719292,ENSSSCG00000016564,UBE2H,condition[T.PA]
