donor,F1,F2,F3,F4,F5,F6,F7
AF1,1.2679753892909864,-0.419555021213234,0.09533022182123466,0.06655102239772749,-0.05151540918814,0.0425232385829069,0.6571797357206056
AF2,1.5980100880384724,-0.2875651349246717,0.17084628572424965,0.05741513263582344,-0.30052395822621836,-0.13341503535327734,-0.04535628410842084
AF3,2.103841612138501,-0.5507520477666974,0.02096240665758566,-0.004999591443621253,0.1341691905797539,0.09196337132831829,-0.08352891394470577
AF4,-1.77195645499266,0.4022641977169139,-0.09471202209948186,-0.0315102560006524,0.08010659708495521,0.01290915123088405,-0.027651140764754587
AF5,-1.7841576299849382,0.4361520924413425,-0.09695313918993266,-0.030991098141956323,0.07833267690273618,0.012730245145228337,-0.023869244868910927
